,x
1,4.536869526
2,4.855617523
3,4.997528076
4,4.67083931
5,5.090906143
6,4.603538513
7,4.652148724
8,4.858262062
9,5.210962296
10,5.051416874
11,5.426519394
12,5.074099541
13,5.447314739
14,5.075323105
15,5.186253548
16,5.135822296
17,5.370471478
18,5.554617882
19,5.590786457
20,6.225570202
21,5.48952961
22,6.152754784
23,5.553711891
24,5.414904594
25,6.088643551
26,5.729178905
27,6.100880146
28,5.60931778
29,5.798827648
30,5.943067074
31,6.150413036
32,5.930463314
33,5.771337986
34,5.946177959
35,6.180977821
36,6.067975521
37,5.993405342
38,6.693546772
39,5.959217548
40,6.065775394
41,6.066899776
42,5.961071014
43,6.233194351
44,6.09225893
45,5.989329815
46,6.453320026
47,6.653943062
48,5.780783653
49,6.290415287
50,6.308762074
51,5.921428204
52,6.354095459
53,6.366528034
54,6.297972679
55,6.356864929
56,6.202457428
57,6.257516384
58,6.301683903
59,6.643147945
60,5.975479126
61,6.372770786
62,6.258003235
63,6.504032612
64,6.385977745
65,6.899414063
66,6.581356049
67,6.941822529
68,6.904020309
69,6.807543278
70,6.795721054
71,6.489704132
72,6.532023907
73,6.193611622
74,6.549511433
75,7.127870083
76,6.461922646
77,6.785425663
78,6.707591534
79,6.943483353
80,6.452280521
81,6.968707085
82,6.922169685
83,6.636929512
84,6.587687492
85,6.9127388
86,7.270917416
87,6.785916805
88,6.699795246
89,7.01608181
90,6.974868774
91,6.747704506
92,7.052322388
93,7.009737015
94,7.040548801
95,6.74663353
96,6.971055031
97,7.071778774
98,7.089500427
99,7.092591286
100,7.152116299
101,7.413619518
102,7.173081398
103,6.945401669
104,7.201313972
105,7.308362484
106,7.746373653
107,7.502594948
108,7.224990368
109,7.32891798
110,7.673101902
111,7.502882004
112,7.577355385
113,7.322666645
114,7.349447727
115,6.994855404
116,7.718539238
117,7.640559196
118,7.403382778
119,7.784191608
120,7.687705994
121,7.812703133
122,7.790993214
123,7.707491875
124,7.503165245
125,8.115604401
126,7.5426898
127,8.118736267
128,7.614970684
129,8.793019295
130,8.0905056
131,8.55663681
132,7.852465153
133,7.933948994
134,8.352566719
135,7.983625412
136,8.233075142
137,7.916579723
138,9.018679619
139,8.058946609
140,8.136565208
141,8.238965034
142,8.028400421
143,8.736724854
144,8.327952385
145,9.221059799
146,8.21084404
147,8.790429115
148,8.123217583
149,8.591897964
150,8.914139748
151,8.33688736
152,8.552820206
153,8.570398331
154,8.750313759
155,8.424003601
156,8.880663872
157,8.965644836
158,9.327651978
159,9.196979523
160,9.168467522
161,8.865825653
162,8.324961662
163,8.66391468
164,8.304328918
165,8.452406883
166,9.50154686
167,8.575455666
168,8.948934555
169,8.976340294
170,9.780997276
171,9.383842468
172,8.924427032
173,8.940896034
174,8.709547043
175,9.439949989
176,8.884388666
177,8.846398354
178,8.959859848
179,9.094263077
180,9.464859009
181,8.89943409
182,9.330198288
183,9.059513092
184,8.761546135
185,8.993408203
186,9.251246452
187,8.734602928
188,9.398441315
189,8.557572365
190,9.146038055
191,9.646946907
192,9.33605957
193,9.20113945
194,9.314144275
195,8.999564171
196,9.404559135
197,9.229317665
198,9.979072571
199,9.293819427
200,10.50802803
201,10.26995182
202,9.249731064
203,9.383099556
204,9.502316475
205,9.199371338
206,9.495428085
207,9.054747581
208,9.657341957
209,9.744852066
210,9.476759911
211,9.556059837
212,10.1103363
213,9.60276413
214,9.80310154
215,9.829675674
216,9.285863876
217,9.2044487
218,10.66358376
219,9.719848633
220,9.249508858
221,9.224852562
222,10.02164268
223,9.764156342
224,10.58872509
225,10.02612972
226,10.27626984
227,10.41300488
228,10.33215046
229,10.25650215
230,10.19462967
231,10.4560833
232,10.04676151
233,10.84558105
234,9.879857063
235,9.992091179
236,10.98364067
237,10.91789722
238,10.7151947
239,10.64410782
240,10.17447948
241,11.38280201
242,11.26840305
243,10.73006153
244,10.69424152
245,11.45892239
246,10.80192852
247,10.86586857
248,11.40304852
249,11.21733665
250,10.7416935
251,10.8913269
252,10.72199631
253,11.62784958
254,11.84065151
255,12.23832989
256,11.97779846
257,11.86092663
258,11.31290722
259,10.83167553
260,11.21151257
261,11.50891018
262,11.53756905
263,11.58413506
264,11.43888187
265,11.75561333
266,12.00051212
267,11.99185848
268,12.26710224
269,12.33799648
270,12.11320591
271,11.59356213
272,11.43296337
273,11.4356041
274,11.75741482
275,13.26990509
276,12.21701813
277,11.86000919
278,12.18184376
279,11.98608112
280,12.10554981
281,12.58460999
282,12.51266003
283,12.14049625
284,12.4763298
285,12.36798286
286,12.43806934
287,13.1516161
288,11.85971451
289,13.17055702
290,12.4733181
291,12.58631516
292,12.95738602
293,13.64689159
294,12.06793976
295,13.62008286
296,12.44647312
297,12.49061012
298,12.83743763
299,12.74788761
300,12.13134575
301,12.57701492
302,12.74329662
303,12.5486021
304,13.37636566
305,12.40893269
306,12.71263313
307,12.932868
308,13.68236351
309,13.09438992
310,12.88216496
311,12.39261913
312,12.59736156
313,12.60230923
314,13.5908699
315,13.32418633
316,13.00411129
317,12.92486095
318,12.84865379
319,13.53670025
320,13.15502167
321,13.04920197
322,13.31367588
