,x
146,7.102886677
147,7.142325878
148,7.227921963
149,7.257713795
150,7.128194332
151,7.261773109
152,6.966034412
153,7.450390339
154,7.148335934
155,7.586783409
156,7.293256283
157,7.303202629
158,7.226467609
159,7.391331673
160,7.603850842
161,7.342542171
162,7.344060421
163,7.254939079
164,7.472456932
165,7.465926647
166,7.262021542
167,7.343147278
168,7.436133385
169,7.363460541
170,7.414346218
171,7.716196537
172,7.65510273
173,7.586736679
174,7.565851212
175,7.385600567
176,7.591209888
177,7.494912148
178,7.344319344
179,7.401097298
180,7.404174805
181,7.644550122
182,7.84999752
183,8.031549454
184,7.778302193
185,7.835934162
186,7.716647625
187,7.837618828
188,7.936558723
189,7.974971771
190,7.978212357
191,8.104822159
192,7.839200974
193,7.962014675
194,7.956739426
195,7.993310928
196,8.094863892
197,8.11583519
198,8.258740425
199,8.271216393
200,7.865781784
201,8.006878853
202,8.357801437
203,8.12578392
204,7.759019852
205,8.296624184
206,8.422488213
207,8.256118774
208,8.202424049
209,8.178161621
210,8.415902138
211,8.395513535
212,8.236201286
213,8.250986099
214,8.409710884
215,8.439304352
216,8.199000359
217,8.312738419
218,8.411310196
219,8.442284584
220,8.514498711
221,8.53537941
222,8.763876915
223,8.814815521
224,8.746983528
225,8.418595314
226,8.672177315
227,8.567296982
228,8.780845642
229,9.024465561
230,8.945245743
231,8.848828316
232,8.953717232
233,9.038840294
234,9.010394096
235,9.256450653
236,9.28813839
237,8.899518967
238,9.08695507
239,9.025043488
240,8.984175682
241,9.33263588
242,9.203020096
243,9.16494751
244,9.44996357
245,9.392320633
246,9.238911629
247,9.585336685
248,9.216554642
249,9.715104103
250,9.868546486
251,9.625219345
252,9.259536743
253,9.910237312
254,9.527616501
255,9.767991066
256,9.743080139
257,9.326004982
258,9.417900085
259,9.795426369
260,9.854986191
261,9.800225258
262,10.0119133
263,9.80105114
264,10.21315765
265,10.53189945
266,9.89006424
267,9.92411232
268,9.92598629
269,10.01899338
270,10.04759693
271,10.64889717
272,10.56559849
273,10.11228275
274,10.34175873
275,10.26346684
276,10.17123318
277,10.61165333
278,10.48215008
279,10.30832386
280,10.54811668
281,10.48324585
282,10.20648956
283,10.53784084
284,10.59172249
285,10.55089569
286,10.76824665
287,11.15170097
288,10.32104588
289,10.54831219
290,10.79559898
291,11.01508331
292,10.96369267
293,10.77952385
294,10.68695736
295,11.16572475
296,11.10074425
297,11.38368225
298,11.32046604
299,11.0521574
300,10.82854843
301,10.90731812
302,10.83948135
303,10.81872463
304,11.74211693
305,11.32246113
306,10.9942379
307,11.03565311
308,10.99107838
309,11.28255653
310,10.8215847
311,11.35618401
312,11.29699802
313,11.61682224
314,11.40146542
315,11.0302887
316,11.7195425
317,11.28249931
318,11.46485233
319,11.11139774
320,11.42368984
321,11.42947879
322,11.25480652
323,11.37068367
324,11.10106945
325,11.57362747
326,11.80519581
327,10.99635029
328,11.75389767
329,11.82905579
330,11.48835564
331,11.75291252
332,11.40035534
333,12.11134911
334,11.22971439
335,11.71345234
336,11.59924412
337,11.65794945
338,12.0204668
339,11.80935192
340,11.78440762
341,11.57558155
342,11.24851322
343,11.69437313
344,12.40007019
345,12.3344717
346,11.68699646
347,11.98999405
348,12.02493477
349,12.45742607
350,12.21252901
351,12.00901031
352,12.74370003
353,12.27857399
354,12.62961864
355,12.20778179
356,12.53765202
357,12.15146828
358,12.35935783
359,12.30467033
360,12.39649963
361,12.74919319
362,12.13267994
363,12.56389141
364,12.73047638
365,12.7652216
366,12.4224472
367,11.96233845
368,12.36054897
369,12.38029575
370,12.26933193
371,12.77785969
372,12.68362045
373,12.35733891
374,11.74722862
375,12.61702251
376,12.11333561
377,12.64142036
378,12.62629795
379,12.35762978
380,12.73586369
381,12.61394501
382,11.95419025
383,12.82850552
384,12.49034882
385,13.12319279
386,13.00711536
387,12.51105118
388,12.69708157
389,12.99982452
390,13.31357098
391,12.52725124
392,12.92930603
393,12.59629917
394,12.45869923
395,12.66274738
396,12.6199522
397,12.9245472
398,13.23145294
399,12.70097923
400,12.7930975
401,12.71479416
402,12.91186047
403,12.56751156
404,13.06258392
405,12.7975235
406,13.58417988
407,12.81160355
408,12.71175957
409,12.77716923
410,12.48672581
411,13.06482315
412,12.98297119
413,12.95397949
414,12.96311474
415,13.04329681
416,12.90762329
417,12.80056572
418,12.7968092
419,13.27454185
420,12.79472065
421,13.15364361
422,13.25799179
423,13.48296928
424,13.25163078
425,13.03057384
426,13.75456524
427,13.62007713
428,13.21665478
429,12.99051571
430,13.52235985
431,13.10596085
432,13.28153324
433,13.11153126
434,13.43930531
435,13.31902885
436,13.11076164
437,13.72500229
438,13.51253414
439,12.8294096
440,13.51997185
441,13.17722034
442,13.63791182
443,13.94070721
444,13.85525799
445,13.44053173
446,13.37293243
447,13.44415569
448,13.5811491
449,14.46447754
450,13.32524586
451,13.99424744
452,13.89774418
453,14.38823509
454,13.99626732
455,14.44577312
456,13.91495228
