,x
1,5.603354931
2,5.717601299
3,5.78726387
4,5.87322998
5,5.950155735
6,5.963486671
7,5.908385277
8,5.948341846
9,5.910132408
10,6.019749641
11,6.075446129
12,6.079156399
13,6.189688683
14,6.188886642
15,6.31075716
16,6.40842247
17,6.399137497
18,6.408757687
19,6.460895538
20,6.514020443
21,6.546032906
22,6.500031948
23,6.64097929
24,6.622720242
25,6.738007069
26,6.764956951
27,6.874843597
28,7.043772697
29,7.055924416
30,6.990810394
31,7.046041012
32,7.052767277
33,7.033457756
34,7.14508009
35,7.104773045
36,7.21465826
37,7.23217535
38,7.42756176
39,7.399395466
40,7.485714436
41,7.578630924
42,7.36973238
43,7.464703083
44,7.354201794
45,7.497664452
46,7.58567667
47,7.460244656
48,7.41859436
49,7.679429054
50,7.662622929
51,7.853013039
52,7.578447819
53,7.70405674
54,7.736685753
55,7.580050945
56,7.632183552
57,7.702763557
58,7.635852814
59,7.80701685
60,7.677906036
61,7.884457111
62,7.805025101
63,7.892587662
64,7.864161968
65,7.892969131
66,7.952279091
67,8.053695679
68,7.903092384
69,7.807384014
70,7.843230724
71,8.104215622
72,7.887647629
73,8.09603405
74,8.098665237
75,8.218889236
76,8.163203239
77,8.171934128
78,8.229476929
79,8.295696259
80,8.354315758
81,8.182987213
82,8.13490963
83,8.324978828
84,8.405470848
85,8.132537842
86,8.308999062
87,8.413805008
88,8.49625206
89,8.502631187
90,8.644760132
91,8.422884941
92,8.427904129
93,8.486310959
94,8.520041466
95,8.372202873
96,8.549207687
97,8.480786324
98,8.39714241
99,8.48663044
100,8.758545876
101,8.565783501
102,8.839080811
103,8.41735363
104,8.404407501
105,8.683884621
106,8.588319778
107,8.42580986
108,8.709832191
109,8.720271111
110,8.693623543
111,8.673856735
112,8.777685165
113,8.859645844
114,9.216939926
115,8.776696205
116,8.928759575
117,9.038274765
118,9.124405861
119,8.886916161
120,8.796667099
121,9.088287354
122,9.176447868
123,9.06180191
124,9.1770401
125,9.388076782
126,9.435073853
127,9.202879906
128,9.27716732
129,9.490515709
130,9.48628521
131,9.373589516
132,9.735596657
133,9.538090706
134,9.31140995
135,9.657853127
136,9.435788155
137,9.422253609
138,9.398241043
139,9.53014946
140,9.281333923
141,9.613681793
142,9.450888634
143,9.486336708
144,9.771425247
145,9.888086319
146,9.695091248
147,9.911913872
148,9.736754417
149,9.943544388
150,9.710118294
151,9.999400139
152,9.79988575
153,9.872024536
154,10.00333595
155,9.618391991
156,10.16292191
157,9.873440742
158,10.163064
159,10.00688267
160,10.01508236
161,10.08711147
162,9.990323067
163,10.13331795
164,10.35998249
165,10.18407154
166,9.885174751
167,9.965790749
168,10.29967403
169,9.978723526
170,10.02857685
171,9.976015091
172,10.53100395
173,10.05299854
174,10.40326023
175,10.10687637
176,10.57501984
177,10.15531921
178,10.51833916
179,10.28153992
180,10.30867863
181,10.72306156
182,10.48924351
183,10.43503094
184,10.50895023
185,10.97598934
186,10.46758556
187,10.81066513
188,10.84698677
189,10.57142067
190,10.59638882
191,10.87453747
192,10.83246708
193,10.92788696
194,10.9069376
195,10.9950943
196,10.50592232
197,10.8805666
198,10.81382751
199,10.69036007
200,10.53924942
201,11.1552906
202,10.64831638
203,10.98782539
204,10.95990753
205,10.68281269
206,11.09756374
207,11.21086216
208,10.98557758
209,11.3619709
210,11.42781067
211,10.8112421
212,10.73945808
213,11.1953249
214,11.27828979
215,11.71340942
216,11.60203362
217,11.27707863
218,11.61875916
219,12.45375252
220,11.64943314
221,11.26013565
222,11.11539841
223,11.96659088
224,11.21696663
225,11.63340569
226,11.38464832
227,11.5211401
228,11.55090332
229,12.08675575
230,11.6265831
231,11.76268482
232,11.98789406
233,11.70442772
234,11.98408222
235,12.48849869
236,11.62735748
237,11.9465189
238,11.74581718
239,12.60729504
240,12.44194889
241,12.31110668
242,11.98976898
243,12.64090157
244,12.06368923
245,12.20054913
246,12.38090324
247,12.44083595
248,12.50288486
249,12.68606377
250,12.7174511
251,12.58848286
252,12.84023762
253,12.47563553
254,12.39919949
255,12.97425365
256,12.8471241
257,12.41369534
258,12.41400623
259,12.8638258
260,12.83134174
261,12.64577007
262,12.94745731
263,12.91704655
264,13.39473629
265,12.93874264
266,13.15541744
267,13.08017731
268,13.06350422
269,13.23975563
270,13.47940063
271,13.15358353
272,13.24111843
273,13.40852261
274,13.37947655
275,13.7842083
276,13.58161259
277,13.64964199
278,14.16863441
279,13.52184105
280,13.8427763
281,13.90684319
282,13.32654572
283,13.75854111
284,13.64622974
285,13.7276001
286,13.71162415
287,14.33782578
288,14.15038872
289,13.93026638
290,13.7936058
291,13.94531059
292,13.37865734
293,14.05352116
294,13.69677353
295,14.49435711
296,14.02050591
297,14.36717224
298,14.19173813
299,13.88146687
300,13.94905853
301,13.78151989
302,13.71355343
303,14.39237499
304,14.36512184
305,14.40304852
306,13.78375912
307,14.10380363
308,13.81777477
309,14.04764843
310,14.58076382
311,14.08726597
312,14.06228256
313,14.26302147
314,14.45891857
315,14.32901001
316,14.57210827
317,14.35850716
318,14.44197083
319,14.09853077
320,14.19619942
321,14.26006889
322,14.78818893
323,14.81394482
324,14.36361217
325,14.85974503
326,14.6693697
327,15.00193691
328,14.88450432
329,14.84703636
330,14.27789307
331,14.70171547
332,15.44652843
333,15.15788746
334,15.62278461
335,15.33229923
336,15.41418743
337,14.91272926
338,14.88015652
339,15.3179225
340,15.68457317
341,15.67685413
342,15.50619411
343,15.25902557
344,15.17534924
345,16.11710739
346,14.92608833
347,15.36666203
348,15.64785099
349,15.56007767
350,15.63161278
351,15.65428925
352,15.96583366
353,16.23812866
354,15.93814087
355,16.42810822
356,16.24950981
357,15.46754742
358,15.90433407
359,16.15341568
360,15.68098831
361,16.04520226
362,15.72113228
363,16.21217155
364,16.77087593
365,16.63959885
366,16.328228
367,16.81743622
368,16.19068909
369,15.58275795
370,16.35584259
371,16.24184418
372,16.4848156
373,16.60269928
374,15.90789032
375,17.0052433
376,16.42341805
377,16.33008575
378,16.79355621
379,16.28238297
380,16.57089043
381,16.17737198
382,15.65166569
383,16.72688103
384,16.92261505
385,15.94143105
386,16.64587975
387,15.99031734
388,16.90983772
389,16.9206295
390,17.05111504
391,16.9194603
392,17.34831238
393,17.16987038
394,16.5270977
395,15.60748005
396,16.86778259
397,16.53227425
398,16.82289314
399,16.77609253
400,16.75626564
401,17.59648705
402,17.43097496
403,16.09465408
404,16.79742432
405,17.24448586
406,16.17515564
407,16.18263245
408,17.34326172
409,17.04479027
410,17.50643921
411,16.9772625
412,16.51146126
413,16.78720093
414,16.99245262
415,16.63112068
416,17.1389637
417,17.39400101
418,16.99225807
419,17.1315136
420,16.51805496
421,17.03677559
422,17.83863258
423,17.05259514
424,17.68017387
425,17.0330677
426,16.8079071
427,17.17173767
428,17.85617828
429,18.32067871
430,18.09692764
431,17.04546165
432,17.92414093
433,17.93383789
