,x
296,20.67382622
297,18.92321205
298,20.24708176
299,19.08091354
300,19.1648674
301,20.22164917
302,20.40063858
303,18.88380051
304,19.31391716
305,16.93587875
306,20.36399153
307,19.90969276
308,20.73161125
309,18.17482376
310,19.51834488
311,19.98006058
312,19.9594841
313,20.95558929
314,20.46376991
315,20.28873444
316,20.15419769
317,19.59652901
318,21.40835571
319,18.98018456
320,23.45676994
321,20.84191704
322,21.1180011
323,19.55121231
324,20.98578072
325,21.27500725
326,21.08083916
327,21.03256416
328,20.13711548
329,21.62940979
330,19.67424965
331,20.71670914
332,21.05908966
333,21.57702446
334,20.76646423
335,21.36231613
336,21.69821739
337,20.02496529
338,20.24999619
339,21.04500198
340,21.59234428
341,21.06650352
342,19.78112602
343,21.02446938
344,20.75250435
345,21.71975899
346,20.59785271
347,20.64231491
348,20.59923172
349,20.93135834
350,25.4955368
351,21.656744
352,22.46862793
353,21.16516113
354,22.44252968
355,21.47710037
356,22.45972443
357,21.78643417
358,21.99233055
359,21.32597351
360,22.07461357
361,22.2307632
362,24.50692177
363,23.07548283
364,23.52981567
365,21.64481354
366,23.60372734
367,23.75483894
368,23.01934433
369,23.02895927
370,23.69117546
371,22.82700157
372,21.84650803
373,25.60806656
374,22.24444962
375,23.53787613
376,21.66251564
377,23.35417366
378,21.8876152
379,22.85394096
380,22.37645149
381,21.39738846
382,21.9348259
383,25.56554413
384,22.3558445
385,23.19573021
386,21.23545265
387,22.93369865
388,23.56806183
389,25.44029808
390,21.87717438
391,22.7959671
392,23.05993652
393,23.43267441
394,23.27450943
395,25.44194603
396,23.92173958
397,23.35264969
398,21.97690582
399,23.30805206
400,25.60674095
401,23.08445358
402,22.95589256
403,22.32352448
404,27.09354401
405,23.89095688
406,23.26080894
407,24.20733261
408,24.19396973
409,23.61323929
410,24.84178925
411,24.70652008
412,26.3422699
413,22.91467476
414,23.99612617
415,24.09867477
416,23.71531868
417,23.76883316
418,22.98192978
419,25.44339943
420,23.40623093
421,24.57667542
422,24.5017662
423,25.32700157
424,22.26455688
425,24.76197243
426,23.81448936
427,24.61102295
428,24.45917511
429,23.64496994
430,23.11538696
431,25.06419563
432,25.63814926
433,27.27626419
434,25.42333794
435,26.4348259
436,23.78499413
437,26.35419655
438,24.17040443
439,24.16113281
440,25.15630913
441,23.98478889
442,24.06125641
443,25.53492165
444,24.17189026
445,25.70708656
446,25.39478111
447,25.94581985
448,23.33651352
449,24.67434502
450,26.96939087
451,23.46995735
452,24.07092094
453,25.15189171
454,24.05033112
455,25.09072495
456,23.43933678
