,x
219,10.88783646
220,11.19015217
221,11.02843475
222,10.49319649
223,11.14766502
224,10.8353672
225,11.88478565
226,11.21742153
227,11.91603184
228,11.62348843
229,11.71038342
230,11.08125019
231,11.65369701
232,11.27263927
233,11.97487259
234,11.35721302
235,11.3154068
236,12.59832001
237,12.15090179
238,12.83502483
239,12.07074547
240,12.02425385
241,12.07045078
242,11.41656303
243,11.96700191
244,11.99482918
245,11.89841938
246,11.93961048
247,12.84782028
248,12.47727299
249,11.92804432
250,13.08632183
251,12.3173914
252,12.17868996
253,12.60413265
254,12.81322861
255,13.23212242
256,12.31872749
257,12.65642929
258,12.11662197
259,12.36066341
260,12.36459064
261,13.0606041
262,13.26600456
263,12.46156883
264,12.45339584
265,13.5205183
266,12.92166138
267,14.62777901
268,13.6177578
269,12.48457623
270,13.7262125
271,12.6608963
272,13.64954948
273,13.41126442
274,12.76541615
275,13.17193604
276,12.90136528
277,13.43611526
278,13.17695141
279,14.64252663
280,13.43193054
281,14.37191582
282,13.35119629
283,12.43980122
284,13.03084469
285,13.63308525
286,13.59852123
287,13.50807762
288,14.1297245
289,14.00917244
290,13.74494171
291,14.61090755
292,13.66333389
293,14.13937187
294,13.52489662
295,12.91818333
296,14.24529457
297,14.76567554
298,14.2244215
299,13.39923668
300,14.08541489
301,14.49481869
302,13.99693394
303,14.28078842
304,14.47962666
305,14.75681496
306,14.16331387
307,15.00700951
308,14.20776081
309,14.89384365
310,15.09502029
311,14.30164719
312,14.38628674
313,14.51326561
314,14.17471123
315,14.10913563
316,14.73245144
317,15.06923199
318,14.71788502
319,15.17401695
320,14.38091755
321,14.56931686
322,15.08672905
323,15.53798485
324,15.14928627
325,15.06152725
326,15.06474686
327,15.61450386
328,17.19342995
329,15.09546089
330,14.97965622
331,14.25317669
332,15.57822514
333,14.74195766
334,14.92866993
335,15.40301514
336,14.8873558
337,15.29234314
338,16.39484215
339,16.05524254
340,15.89436722
341,16.02744102
342,15.55736923
343,15.88327599
344,16.4101944
345,15.49515247
346,15.69873524
347,15.95098114
348,15.27922344
349,16.93018532
350,16.54172134
351,16.65485382
352,15.10787487
353,15.57642746
354,15.98376465
355,16.80660057
356,16.39105415
357,16.3228817
358,16.21963882
359,15.71673012
360,15.89317513
361,15.86483955
362,17.03014755
363,17.06764793
364,17.16337204
365,16.33346176
366,18.19126511
367,15.63260078
368,16.80468559
369,16.06519127
370,16.50039101
371,16.5690918
372,17.15099144
373,17.0891571
374,17.17276192
375,16.83891106
376,16.56963539
377,17.09788895
378,15.92543316
379,16.4514389
380,17.0146122
381,15.81265354
382,16.23681068
383,16.72444916
384,15.42774391
385,17.55698395
386,17.6897068
387,17.85578537
388,16.46193695
389,16.65068626
390,17.44082642
391,15.89485741
392,15.89969063
393,18.48652267
394,18.323246
395,16.39919281
396,18.14518929
397,17.71639061
398,17.72449493
399,18.39479446
400,17.30508423
401,16.96479797
402,16.94016647
403,17.19750977
404,15.79523182
405,17.13870621
406,16.51593208
407,17.71638489
408,17.48410988
409,17.8115139
410,18.95970726
411,17.39490509
412,16.88846588
413,17.04217339
414,17.73177147
415,17.72968102
416,16.65955544
417,18.32181168
418,16.80007172
419,17.45061111
420,18.41556931
421,15.63627243
422,16.93476677
423,17.32372665
424,17.94970322
425,17.84225845
426,17.40341377
427,17.48822594
428,17.45298958
429,17.67247963
430,16.49369812
431,18.5494976
432,17.34187889
433,18.59953117
434,16.83879089
435,17.97875786
436,18.76331902
437,17.37922668
438,17.9168911
439,18.94245148
440,18.77040291
441,16.58855629
442,19.63622475
443,18.92235184
444,19.44719505
445,20.7970314
446,18.60708046
447,18.2259388
448,18.42149544
449,17.62260437
450,19.12414169
451,18.39754677
452,18.24593353
453,18.55309868
454,17.75641823
455,20.16401482
456,19.84468079
