"Variables ->","employment_rate_any_industry","employment_rate_ed_any_ind","employment_rate_noed_any_ind","employment_rate_1","employment_rate_1_ed","employment_rate_1_noed","employment_rate_2","employment_rate_2_ed","employment_rate_2_noed","employment_rate_3","employment_rate_3_ed","employment_rate_3_noed","employment_rate_4","employment_rate_4_ed","employment_rate_4_noed","employment_rate_5","employment_rate_5_ed","employment_rate_5_noed","employment_rate_6","employment_rate_6_ed","employment_rate_6_noed","share_employed_industy_1","share_employed_industy_1_ed","share_employed_industy_1_noed","share_employed_industy_2","share_employed_industy_2_ed","share_employed_industy_2_noed","share_employed_industy_3","share_employed_industy_3_ed","share_employed_industy_3_noed","share_employed_industy_4","share_employed_industy_4_ed","share_employed_industy_4_noed","share_employed_industy_5","share_employed_industy_5_ed","share_employed_industy_5_noed","share_employed_industy_6","share_employed_industy_6_ed","share_employed_industy_6_noed","hrlwage_ed_any_industry","hrlwage_ed_industry_1","hrlwage_ed_industry_2","hrlwage_ed_industry_3","hrlwage_ed_industry_4","hrlwage_ed_industry_5","hrlwage_ed_industry_6","hrlwage_noed_any_industry","hrlwage_noed_industry_1","hrlwage_noed_industry_2","hrlwage_noed_industry_3","hrlwage_noed_industry_4","hrlwage_noed_industry_5","hrlwage_noed_industry_6","uhat_education_unskilled","uhat_education_skilled","employment_ratio","employment_ratio_industry_1","employment_ratio_industry_2","employment_ratio_industry_3","employment_ratio_industry_4","employment_ratio_industry_5","employment_ratio_industry_6","hrlwage_ed_industry_1_old","hrlwage_ed_industry_2_old","hrlwage_ed_industry_3_old","hrlwage_ed_industry_5_old","hrlwage_ed_industry_6_old","hrlwage_noed_industry_1_old","hrlwage_noed_industry_2_old","hrlwage_noed_industry_3_old","hrlwage_noed_industry_4_old","hrlwage_noed_industry_5_old","hrlwage_noed_industry_6_old"
"1986M11",0.94251329,0.96103352,0.92558700,0.91783595,0.94313192,0.90467745,0.96350402,0.97354460,0.94282919,0.93633854,0.95618981,0.92433947,0.93919975,0.95487541,0.92890656,0.93531883,0.95054668,0.91063452,0.96731454,0.97654659,0.95712954,0.20798308,0.15019475,0.26282057,0.20910312,0.29208440,0.13035911,0.09776248,0.07724639,0.11723096,0.25759542,0.21319886,0.29972494,0.09733819,0.12565304,0.07046916,0.13021772,0.14162254,0.11939523,10.47032547,12.87155437,10.07969284,10.78955364,7.73064852,11.16653347,11.83505821,7.17668486,8.37220287,6.27499962,8.59652519,5.87254763,6.74663353,7.67723703,-0.26391828,-0.39872971,0.94893712,0.54229158,2.12620139,0.62527823,0.67499328,1.69204283,1.12559688,12.87155437,10.07969284,10.78955364,11.16653347,11.83505821,8.37220287,6.27499962,8.59652519,5.87254763,6.74663353,7.67723703
"1986M12",0.94726682,0.96883410,0.92722774,0.92748123,0.96010923,0.90924031,0.97985262,0.98464102,0.97054011,0.92921859,0.94502658,0.92021620,0.93252176,0.95802224,0.91573048,0.95469791,0.96749383,0.93159354,0.96701527,0.97770000,0.95415163,0.20976055,0.15806580,0.25994754,0.20142451,0.27136526,0.13352369,0.09447350,0.07077263,0.11748311,0.25462532,0.21083970,0.29713386,0.09955406,0.13180806,0.06824081,0.14016207,0.15714857,0.12367100,10.60545063,12.78885555,10.37436867,12.17694759,7.97693777,10.86968708,11.17221069,7.26572990,8.54920769,6.44897270,8.56334305,5.82778692,6.97105503,7.79183960,-0.25556281,-0.38652173,0.97083342,0.59033287,1.97306144,0.58483666,0.68888217,1.87517786,1.23363674,12.78885555,10.37436867,12.17694759,10.86968708,11.17221069,8.54920769,6.44897270,8.56334305,5.82778692,6.97105503,7.79183960
"1987M01",0.93832308,0.95936644,0.91983527,0.92797405,0.95309275,0.91462803,0.96475637,0.97323322,0.94955170,0.90948486,0.93471771,0.89505112,0.92134255,0.94408041,0.90727186,0.94773668,0.96234918,0.92234355,0.96230131,0.97188103,0.95187014,0.21591738,0.16091539,0.26631662,0.20782579,0.28150654,0.14031090,0.09388266,0.07342544,0.11262794,0.25107443,0.20567322,0.29267633,0.09645949,0.13001902,0.06570833,0.13484024,0.14846039,0.12235986,10.63800907,13.00961494,10.14531040,10.98099136,8.22740078,11.11695480,11.43088627,7.36038160,8.48078632,6.41210842,8.62608624,5.96969748,7.07177877,8.26659203,-0.25177801,-0.38551971,0.91631663,0.55366212,1.83841109,0.59737355,0.64392561,1.81314278,1.11177564,13.00961494,10.14531040,10.98099136,11.11695480,11.43088627,8.48078632,6.41210842,8.62608624,5.96969748,7.07177877,8.26659203
"1987M02",0.94019997,0.95882452,0.92334813,0.92690492,0.95628333,0.91048259,0.96160758,0.97284430,0.93976504,0.92521751,0.93874109,0.91785902,0.92579895,0.93901819,0.91783243,0.95006287,0.96510702,0.92291039,0.96025676,0.96613789,0.95371068,0.20707615,0.15813069,0.25306451,0.20892042,0.28810218,0.13452253,0.09112452,0.06725471,0.11355220,0.25822377,0.20330684,0.30982286,0.10372801,0.13996655,0.06967888,0.13092710,0.14323901,0.11935905,10.69610310,13.25615501,10.41135025,10.95076275,7.61812639,11.37588406,11.81791019,7.21171236,8.39714241,6.32949400,8.73132992,5.96641970,7.08950043,7.68149233,-0.26003906,-0.38111833,0.93958360,0.58711123,2.01227331,0.55649674,0.61655807,1.88737643,1.12756455,13.25615501,10.41135025,10.95076275,11.37588406,11.81791019,8.39714241,6.32949400,8.73132992,5.96641970,7.08950043,7.68149233
"1987M03",0.94381672,0.96308231,0.92549711,0.92926180,0.94473797,0.91991812,0.96683490,0.97651643,0.94728875,0.93851262,0.97606653,0.91971409,0.92722803,0.94713265,0.91443914,0.94369119,0.96168309,0.90963548,0.96572143,0.97411138,0.95623618,0.19969003,0.15366451,0.24523306,0.22001804,0.29879758,0.14206435,0.09618702,0.06709516,0.12497392,0.25027874,0.20106846,0.29897317,0.10487875,0.14060566,0.06952637,0.12894741,0.13876863,0.11922913,10.84756470,13.32157230,10.40041256,11.53490925,8.31725216,10.96053886,11.98493385,7.38763809,8.48663044,6.91640186,8.79187965,5.98612690,7.09259129,7.99787426,-0.24396086,-0.37380055,0.98951727,0.62003744,2.08120728,0.53124541,0.66548020,2.00113606,1.15168130,13.32157230,10.40041256,11.53490925,10.96053886,11.98493385,8.48663044,6.91640186,8.79187965,5.98612690,7.09259129,7.99787426
"1987M04",0.94879842,0.96437854,0.93501562,0.93521357,0.94707346,0.92919397,0.97415709,0.98434770,0.95462984,0.94546360,0.95383209,0.94057536,0.93546808,0.94559407,0.92913413,0.94258809,0.96297038,0.90830857,0.96589828,0.97864246,0.95211357,0.20662794,0.14765981,0.26043177,0.20233120,0.28157470,0.13002768,0.09677236,0.07545369,0.11622398,0.25749713,0.20993292,0.30089581,0.10071319,0.13524343,0.06920703,0.13605817,0.15013544,0.12321375,10.68516922,13.20349693,10.23749638,11.74943161,8.31470585,11.34889507,11.16967583,7.54625845,8.75854588,6.64044809,8.85543537,6.28844976,7.15211630,8.05021477,-0.23129052,-0.37720782,0.91242218,0.51732588,1.97584844,0.59235299,0.63659060,1.78304303,1.11178267,13.20349693,10.23749638,11.74943161,11.34889507,11.16967583,8.75854588,6.64044809,8.85543537,6.28844976,7.15211630,8.05021477
"1987M05",0.95098245,0.96086323,0.94249320,0.94006771,0.94558859,0.93729424,0.97273785,0.98067880,0.95829260,0.95415229,0.96101028,0.95049906,0.93135458,0.93609244,0.92853379,0.95731091,0.97196937,0.93325806,0.96667391,0.96427184,0.96941352,0.21287273,0.15334179,0.26501670,0.20633805,0.28747889,0.13526565,0.09697682,0.07270323,0.11823840,0.25210360,0.20251977,0.29553476,0.09495250,0.12828813,0.06575337,0.13675632,0.15566818,0.12019114,10.89833832,12.92321777,10.86011696,11.02128124,8.16564846,11.98420620,11.40022278,7.33156919,8.56578350,6.64298391,8.20753765,5.92859554,7.41361952,7.85047626,-0.24633335,-0.37205359,0.87591386,0.50681406,1.86157215,0.53858793,0.60023355,1.70895195,1.13445890,12.92321777,10.86011696,11.02128124,11.98420620,11.40022278,8.56578350,6.64298391,8.20753765,5.92859554,7.41361952,7.85047626
"1987M06",0.94885987,0.96122903,0.93763375,0.94887096,0.96921319,0.93687856,0.96483356,0.97478908,0.94488597,0.93841940,0.94636965,0.93427873,0.93398678,0.93863708,0.93107206,0.94498301,0.95336378,0.93030000,0.96761358,0.97573763,0.95843625,0.20900375,0.16427593,0.25061980,0.20089926,0.28091919,0.12644637,0.10884898,0.07799530,0.13755615,0.25858539,0.20773864,0.30589467,0.09858686,0.13137384,0.06808091,0.12407577,0.13769709,0.11140210,11.00763798,13.22569084,10.94513130,11.19063663,8.42097759,11.61404514,11.40842438,7.44479561,8.83908081,6.52869463,8.42668819,6.02199268,7.17308140,8.18021202,-0.23734882,-0.35066426,0.93042916,0.60987645,2.06708527,0.52755988,0.63187140,1.79542339,1.15004456,13.22569084,10.94513130,11.19063663,11.61404514,11.40842438,8.83908081,6.52869463,8.42668819,6.02199268,7.17308140,8.18021202
"1987M07",0.94936013,0.96485692,0.93532395,0.93313140,0.95472825,0.92140526,0.96058327,0.97108024,0.94047576,0.95025283,0.95936739,0.94545138,0.94528258,0.95698923,0.93768853,0.94993424,0.96736526,0.91607964,0.96610755,0.97639567,0.95491189,0.20933428,0.15603264,0.25913638,0.19662648,0.27037290,0.12772192,0.10294361,0.07423891,0.12976369,0.25470814,0.21004574,0.29643819,0.10474329,0.14577131,0.06640899,0.13164420,0.14353849,0.12053084,10.83418846,13.02634144,10.89398193,10.47658348,8.04320240,11.58907604,11.54223251,7.30914593,8.41735363,6.65874243,8.42645550,6.04510260,6.94540167,7.73908901,-0.23974326,-0.37191570,0.93434435,0.56259263,1.97790170,0.53454638,0.66204375,2.05093622,1.11269760,13.02634144,10.89398193,10.47658348,11.58907604,11.54223251,8.41735363,6.65874243,8.42645550,6.04510260,6.94540167,7.73908901
"1987M08",0.94813001,0.96534526,0.93347341,0.94492596,0.96083605,0.93639743,0.95665193,0.96371120,0.94407713,0.94705659,0.97551244,0.93223917,0.93447155,0.95715231,0.92151570,0.95352727,0.96603656,0.93216616,0.96468920,0.97772866,0.94960350,0.21203803,0.16070199,0.25723654,0.18626285,0.25666499,0.12427764,0.10320421,0.07774371,0.12562075,0.25845641,0.20555563,0.30503261,0.10134275,0.13829786,0.06880583,0.13869576,0.16103582,0.11902659,11.02727318,13.82568073,10.71560287,11.01413155,8.59377575,10.98363686,11.62751484,7.34343338,8.40440750,6.62202454,8.38003254,5.88830662,7.20131397,8.45384884,-0.24602485,-0.36394805,0.88044459,0.55003536,1.81834233,0.54488635,0.59331477,1.76966989,1.19118857,13.82568073,10.71560287,11.01413155,10.98363686,11.62751484,8.40440750,6.62202454,8.38003254,5.88830662,7.20131397,8.45384884
"1987M09",0.95333368,0.96861732,0.93936968,0.94991964,0.97024053,0.93879116,0.96203655,0.97477716,0.93642288,0.95272809,0.96883285,0.94337392,0.94160509,0.95884824,0.93131548,0.94835776,0.96046042,0.92855006,0.97163141,0.97455579,0.96796185,0.21251203,0.15833409,0.26355326,0.20606361,0.28743973,0.12939888,0.09663943,0.07443425,0.11755902,0.25117651,0.19705230,0.30216709,0.09591631,0.12430137,0.06917463,0.13769211,0.15843824,0.11814711,11.04864502,13.00213528,11.01460552,11.87141132,8.09757900,11.72781086,11.72089863,7.53534317,8.68388462,6.84577990,9.27210808,6.11153841,7.30836248,7.88509178,-0.22496505,-0.35375705,0.94210345,0.56598461,2.09273815,0.59650695,0.61437410,1.69288588,1.26338434,13.00213528,11.01460552,11.87141132,11.72781086,11.72089863,8.68388462,6.84577990,9.27210808,6.11153841,7.30836248,7.88509178
"1987M10",0.95198178,0.96941471,0.93573970,0.94616991,0.96875483,0.93370205,0.96889788,0.97675419,0.95253813,0.95442784,0.97154731,0.94540858,0.94276506,0.96728367,0.92732054,0.94251508,0.95452350,0.91918838,0.95758009,0.97113746,0.94188035,0.20764883,0.15396777,0.25946274,0.20990855,0.29106918,0.13157085,0.10007155,0.07156555,0.12758605,0.25140128,0.20296317,0.29815456,0.09681235,0.13178347,0.06305760,0.13415746,0.14865084,0.12016820,11.04912472,13.33450985,10.77231407,12.67996311,8.20750809,11.59533119,11.59301758,7.51255608,8.58831978,6.92920351,8.41453552,6.18920374,7.74637365,8.04397869,-0.22715223,-0.35523060,0.96521765,0.57276976,2.13531446,0.54140979,0.65705395,2.01719904,1.19399655,13.33450985,10.77231407,12.67996311,11.59533119,11.59301758,8.58831978,6.92920351,8.41453552,6.18920374,7.74637365,8.04397869
"1987M11",0.95263207,0.97266561,0.93352950,0.94492555,0.96875489,0.93155026,0.97170043,0.98353738,0.94673371,0.95340604,0.98043239,0.93679899,0.92982972,0.95848048,0.91187078,0.96730751,0.97148073,0.95947224,0.96848810,0.97272319,0.96319157,0.20919065,0.15470757,0.26331979,0.20690975,0.28507367,0.12925363,0.09598932,0.07538478,0.11645999,0.25182906,0.20069568,0.30263022,0.10131614,0.13321786,0.06962168,0.13476509,0.15092045,0.11871471,10.98474503,13.17210770,10.65268040,11.68215847,8.43016911,11.64345264,11.65489960,7.48344421,8.42580986,6.51990318,8.76790714,6.25801516,7.50259495,8.29411316,-0.23044191,-0.35548601,0.99350321,0.58371031,2.19120812,0.64309663,0.65886283,1.90102243,1.26302755,13.17210770,10.65268040,11.68215847,11.64345264,11.65489960,8.42580986,6.51990318,8.76790714,6.25801516,7.50259495,8.29411316
"1987M12",0.95595634,0.97354215,0.93924969,0.95010978,0.96867436,0.93986535,0.97403723,0.98088938,0.96015048,0.93221903,0.96508259,0.91120958,0.95174938,0.97103667,0.93886524,0.95066583,0.96716553,0.92087531,0.96697348,0.97836471,0.95305157,0.20972785,0.15325397,0.26533726,0.20339346,0.27643234,0.13147265,0.09113306,0.07415824,0.10784803,0.26464897,0.21795231,0.31063080,0.09597792,0.12665604,0.06576942,0.13511872,0.15154707,0.11894186,10.91081238,13.29463673,10.66785431,11.30058765,8.21287823,11.35939217,11.94389248,7.47470999,8.70983219,6.73839808,8.71069908,6.09513426,7.22499037,8.14504337,-0.22614157,-0.36878753,0.98469210,0.56874025,2.07039833,0.67709202,0.69090348,1.89627945,1.25462317,13.29463673,10.66785431,11.30058765,11.35939217,11.94389248,8.70983219,6.73839808,8.71069908,6.09513426,7.22499037,8.14504337
"1988M01",0.94734180,0.96466142,0.93100429,0.94005340,0.95765358,0.93004417,0.96557671,0.97685468,0.94533986,0.94095761,0.96979684,0.92392129,0.93571872,0.94973314,0.92656600,0.93991965,0.95455807,0.91393530,0.96281970,0.97664982,0.94521540,0.20090137,0.15010834,0.25054637,0.21290447,0.27981985,0.14750156,0.09626187,0.07453885,0.11749391,0.25123444,0.20381463,0.29758245,0.10539085,0.13850954,0.07302072,0.13330700,0.15320881,0.11385503,10.95802784,13.17366791,10.77894497,11.61382198,8.43224716,11.28069115,11.67773724,7.49715281,8.72027111,6.73292160,8.66056633,6.13242626,7.32891798,8.33371258,-0.23001297,-0.36070895,0.97739744,0.58558226,1.85418522,0.62006688,0.66942084,1.85397875,1.31523311,13.17366791,10.77894497,11.61382198,11.28069115,11.67773724,8.72027111,6.73292160,8.66056633,6.13242626,7.32891798,8.33371258
"1988M02",0.94788039,0.96916622,0.92856503,0.94163388,0.97338951,0.92464072,0.97043920,0.97951823,0.95223129,0.93071139,0.94745648,0.92136151,0.92921960,0.95161027,0.91677707,0.94701254,0.96411461,0.91522306,0.97217971,0.98301655,0.95894295,0.20223193,0.14981498,0.25187629,0.21190527,0.29341504,0.13470696,0.09748442,0.07310053,0.12057852,0.24962628,0.18773225,0.30824643,0.10576951,0.14393768,0.06962022,0.13298260,0.15199953,0.11497155,11.42440033,13.36068058,10.95604038,12.77746964,8.84993172,12.49600410,11.94499588,7.57194328,8.69362354,6.74067116,8.94170475,6.06769276,7.67310190,8.66966534,-0.22513294,-0.34343246,0.94710523,0.56333423,2.06295872,0.57418096,0.57681829,1.95811105,1.25213194,13.36068058,10.95604038,12.77746964,12.49600410,11.94499588,8.69362354,6.74067116,8.94170475,6.06769276,7.67310190,8.66966534
"1988M03",0.95143938,0.96943128,0.93479842,0.94253951,0.95669818,0.93463516,0.98053789,0.98945707,0.96265054,0.93970662,0.96744221,0.92444211,0.93285102,0.94679117,0.92366028,0.94823843,0.97520155,0.90298450,0.96579278,0.97106749,0.96032220,0.20604737,0.15304406,0.25688717,0.21741654,0.29902291,0.13914117,0.09206527,0.06872504,0.11445279,0.24931093,0.20535994,0.29146791,0.10330368,0.13598242,0.07195882,0.13185623,0.13786560,0.12609214,11.33041954,13.53965378,11.12037849,12.80572701,8.69776058,11.94807434,11.69647121,7.63899565,8.67385674,6.85482979,9.26141453,6.24915934,7.50288200,8.28138924,-0.21540184,-0.33937907,0.95918190,0.57144576,2.06134081,0.57595646,0.67581213,1.81259072,1.04874265,13.53965378,11.12037849,12.80572701,11.94807434,11.69647121,8.67385674,6.85482979,9.26141453,6.24915934,7.50288200,8.28138924
"1988M04",0.95730466,0.97637898,0.93946314,0.95053542,0.97331762,0.93757188,0.97724324,0.98852295,0.95549750,0.94082791,0.96959835,0.92412359,0.94659382,0.96460491,0.93492585,0.96522063,0.97846597,0.94001007,0.96341544,0.97463876,0.95109451,0.20578507,0.15502888,0.25512621,0.20711088,0.27985016,0.13639951,0.09466640,0.07270243,0.11601803,0.25043175,0.20353217,0.29602385,0.10566454,0.14245617,0.06989861,0.13634136,0.14643019,0.12653382,10.79324722,13.07236481,10.74551487,11.34854698,7.98939657,10.93620682,11.65015793,7.60264874,8.77768517,6.94586277,8.72855377,6.18104362,7.57735538,8.21179771,-0.21732987,-0.37686899,0.97212100,0.59071481,1.99449551,0.60917741,0.66838503,1.98122191,1.12497890,13.07236481,10.74551487,11.34854698,10.93620682,11.65015793,8.77768517,6.94586277,8.72855377,6.18104362,7.57735538,8.21179771
"1988M05",0.95540547,0.96970379,0.94251108,0.94891328,0.95903742,0.94351000,0.97553939,0.97978115,0.96773136,0.94607419,0.96180630,0.93774128,0.94356018,0.96586698,0.92967725,0.94609088,0.96393150,0.91630316,0.97006798,0.97574437,0.96329695,0.21411136,0.15646091,0.26760089,0.21099275,0.28530744,0.14204173,0.09195097,0.06725585,0.11486372,0.24160546,0.19712946,0.28287140,0.10406848,0.13778622,0.07278432,0.13727097,0.15606011,0.11983794,11.22368526,13.34781933,11.13344193,11.48049927,8.62683773,11.64746094,11.80704975,7.61064625,8.85964584,6.95924473,8.92984104,6.03821611,7.32266665,8.15232849,-0.21411312,-0.34648257,0.92782515,0.54248089,1.86364555,0.54326701,0.64658946,1.75644302,1.20826912,13.34781933,11.13344193,11.48049927,11.64746094,11.80704975,8.85964584,6.95924473,8.92984104,6.03821611,7.32266665,8.15232849
"1988M06",0.95579797,0.96813124,0.94434279,0.95347893,0.97307736,0.94220924,0.96382105,0.97081798,0.94990927,0.96020693,0.97687387,0.95124322,0.94429815,0.95320767,0.93874669,0.95617408,0.97077292,0.92901224,0.96636450,0.97161776,0.95971316,0.20973787,0.16021836,0.25689042,0.19555795,0.26870099,0.12591106,0.10344595,0.07545905,0.13009511,0.25450641,0.20220162,0.30431110,0.10265138,0.13897383,0.06806509,0.13410044,0.15444615,0.11472723,11.20590878,13.16246986,11.44923210,11.44972706,8.31286716,11.93233681,11.55020905,7.75536108,9.21693993,6.99877453,8.77284908,6.23127794,7.34944773,8.38718987,-0.20162992,-0.34033257,0.95220131,0.59387243,2.03204894,0.55230522,0.63269675,1.94418406,1.28185642,13.16246986,11.44923210,11.44972706,11.93233681,11.55020905,9.21693993,6.99877453,8.77284908,6.23127794,7.34944773,8.38718987
"1988M07",0.95345622,0.96483725,0.94257593,0.94959486,0.96753651,0.93922997,0.96628392,0.97121108,0.95589334,0.95477754,0.95649230,0.95378703,0.94286561,0.95349497,0.93564618,0.94917387,0.96289676,0.92528367,0.96359485,0.97227901,0.95306367,0.21530315,0.16241053,0.26706269,0.19562761,0.26967576,0.12316573,0.09971405,0.07395175,0.12492447,0.24947074,0.20631927,0.29169783,0.10519138,0.13704178,0.07402329,0.13469306,0.15060091,0.11912598,11.29152393,13.57151794,11.52647209,11.18144989,8.21416283,11.89523888,11.85163307,7.59397173,8.77669621,6.75247622,8.84175110,6.17727757,6.99485540,8.34529781,-0.20926240,-0.33646408,0.97857779,0.59510869,2.14263105,0.57929039,0.69215274,1.81167352,1.23713326,13.57151794,11.52647209,11.18144989,11.89523888,11.85163307,8.77669621,6.75247622,8.84175110,6.17727757,6.99485540,8.34529781
"1988M08",0.95276707,0.96906173,0.93845254,0.94455975,0.96665543,0.93308985,0.97081935,0.97630686,0.96006268,0.94862610,0.96924770,0.93691313,0.93782562,0.95414156,0.92813247,0.96417516,0.97887546,0.94017661,0.96444392,0.97060061,0.95709628,0.20531379,0.15095136,0.25462776,0.18829428,0.26361838,0.11996529,0.10318262,0.08028904,0.12395014,0.26142165,0.20839258,0.30952606,0.10672088,0.14125967,0.07538960,0.13506681,0.15548900,0.11654116,11.08297634,13.18868637,11.19655514,11.21308708,8.46205807,11.43376637,11.74509907,7.63406181,8.92875957,7.11408234,8.59610748,6.22271061,7.71853924,7.99464321,-0.21394663,-0.34398466,0.90713298,0.53777701,1.99338412,0.58759779,0.61073947,1.69972122,1.21029508,13.18868637,11.19655514,11.21308708,11.43376637,11.74509907,8.92875957,7.11408234,8.59610748,6.22271061,7.71853924,7.99464321
"1988M09",0.95437574,0.97445297,0.93611938,0.95280463,0.98082972,0.93820155,0.96912771,0.97842240,0.95156503,0.95557415,0.97357404,0.94614178,0.94192529,0.96349162,0.92822003,0.94702685,0.97372907,0.90108812,0.96291834,0.97682691,0.94496483,0.20911129,0.15164882,0.26350182,0.20677754,0.28073743,0.13677153,0.09917821,0.07145040,0.12542370,0.25163943,0.20568201,0.29513997,0.10044883,0.13432063,0.06838781,0.13284470,0.15616070,0.11077518,11.47231674,13.35391140,11.74970627,11.77851009,8.53291512,12.05168247,12.08115196,7.75459385,9.03827477,7.32112694,8.62844944,6.22340441,7.64055920,8.41429806,-0.19898772,-0.32343867,0.94654024,0.54474658,1.94286990,0.53921771,0.65964055,1.85910177,1.33434570,13.35391140,11.74970627,11.77851009,12.05168247,12.08115196,9.03827477,7.32112694,8.62844944,6.22340441,7.64055920,8.41429806
"1988M10",0.95601016,0.97168547,0.94048154,0.95236647,0.97494811,0.93930113,0.97500199,0.98160642,0.96073276,0.95332700,0.96793109,0.94551045,0.94540107,0.96228909,0.93392390,0.94858867,0.96656287,0.91485387,0.95912093,0.96798611,0.94746488,0.20756471,0.15397266,0.26241654,0.21760374,0.29608381,0.13727885,0.09462292,0.06621870,0.12369484,0.24826747,0.20214909,0.29546994,0.10341339,0.13591115,0.07015169,0.12852776,0.14566459,0.11098812,11.45140457,13.72230816,11.09697247,12.85683537,8.58453083,12.12531853,12.18461418,7.82152271,9.12440586,7.16269732,9.08858013,6.28147316,7.40338278,8.53008842,-0.19413225,-0.32549158,1.02350676,0.60054165,2.20750523,0.54792327,0.70024371,1.98293138,1.34328508,13.72230816,11.09697247,12.85683537,12.12531853,12.18461418,9.12440586,7.16269732,9.08858013,6.28147316,7.40338278,8.53008842
"1988M11",0.95597911,0.97387576,0.93831426,0.94198745,0.95386219,0.93543500,0.97590494,0.98740703,0.95004421,0.94918364,0.98266172,0.93146962,0.95045817,0.96884459,0.93731111,0.95932049,0.97829443,0.92660207,0.95941210,0.96693987,0.94973433,0.20577492,0.14641750,0.26658407,0.21231790,0.29382691,0.12881540,0.09300112,0.06583699,0.12082960,0.25057089,0.21043798,0.29168531,0.10617415,0.13542698,0.07620587,0.13216105,0.14805366,0.11587974,11.36437893,13.44059277,11.26611614,11.89621639,8.38662434,12.57888412,12.21537399,7.77354908,8.88691616,6.98354149,8.79488564,6.38437748,7.78419161,8.50858402,-0.19488588,-0.32732493,1.02445722,0.56266850,2.33677864,0.55820078,0.73910028,1.82058346,1.30889702,13.44059277,11.26611614,11.89621639,12.57888412,12.21537399,8.88691616,6.98354149,8.79488564,6.38437748,7.78419161,8.50858402
"1988M12",0.95624816,0.97054553,0.94244879,0.94473678,0.95847684,0.93704307,0.97459018,0.98438412,0.95402372,0.94894004,0.96612340,0.93711013,0.94817793,0.96203148,0.93866682,0.94962251,0.96402949,0.92612326,0.97166193,0.97645903,0.96623564,0.20557995,0.15019056,0.26063362,0.21367553,0.29329300,0.13454065,0.09507634,0.07917792,0.11087839,0.25482884,0.21114117,0.29825169,0.09970282,0.12587568,0.07368859,0.13113654,0.14032166,0.12200709,11.20101833,13.87944698,11.36236286,11.59245491,8.07626152,11.62486744,11.76811504,7.70688725,8.79666710,6.91976786,8.91752625,6.51474810,7.68770599,8.12986469,-0.20047747,-0.34381089,0.99393874,0.57275891,2.16674519,0.70976865,0.70363855,1.69785738,1.14313960,13.87944698,11.36236286,11.59245491,11.62486744,11.76811504,8.79666710,6.91976786,8.91752625,6.51474810,7.68770599,8.12986469
"1989M01",0.95054227,0.96691924,0.93467402,0.94682389,0.97739482,0.92997456,0.97348744,0.97871858,0.96246767,0.94083041,0.96099019,0.92777014,0.93415648,0.94594133,0.92648107,0.94543093,0.96701604,0.90561533,0.96339488,0.96593457,0.96036041,0.20217702,0.14813922,0.25634262,0.21331236,0.29050624,0.13593595,0.09198891,0.07379239,0.11022846,0.25448060,0.20303413,0.30604875,0.10647605,0.14107592,0.07179435,0.13156505,0.14345211,0.11964988,11.84793186,14.50104713,11.85638428,12.59228420,8.77933025,12.22252941,12.39059734,7.94352961,9.08828735,7.12480783,9.69154167,6.58517122,7.81270313,8.45432758,-0.18095310,-0.30371663,1.00236464,0.57926196,2.14213514,0.67103249,0.66497326,1.96964681,1.20176733,14.50104713,11.85638428,12.59228420,12.22252941,12.39059734,9.08828735,7.12480783,9.69154167,6.58517122,7.81270313,8.45432758
"1989M02",0.95374453,0.97385722,0.93489236,0.94032955,0.96210778,0.92847151,0.97763640,0.98560613,0.96140075,0.93193698,0.94919586,0.92189795,0.94338542,0.96841115,0.92807949,0.95593810,0.97211498,0.92536700,0.97134870,0.98424500,0.95601290,0.20487833,0.14958698,0.25886440,0.21727556,0.29740149,0.13904119,0.09555599,0.07245027,0.11811625,0.24875212,0.19615531,0.30010727,0.10436883,0.14049315,0.06909729,0.12916918,0.14391281,0.11477359,11.96214008,14.21424007,11.73057747,12.78248978,8.86569214,12.27277660,13.35481834,8.05599213,9.17644787,7.39818430,9.60817814,6.42828512,7.79099321,9.08559418,-0.17405182,-0.29211801,0.97639298,0.56421691,2.08845091,0.59890091,0.63818735,1.98526645,1.22428370,14.21424007,11.73057747,12.78248978,12.27277660,13.35481834,9.17644787,7.39818430,9.60817814,6.42828512,7.79099321,9.08559418
"1989M03",0.95659488,0.97209293,0.94185472,0.94793338,0.96909428,0.93688905,0.97924542,0.98631293,0.96336430,0.94693893,0.97722524,0.92961770,0.94308966,0.95432091,0.93572694,0.95354420,0.96817404,0.92913550,0.96979284,0.97254193,0.96657217,0.21380065,0.15131582,0.27513799,0.21505150,0.30259606,0.12911467,0.08529095,0.06464756,0.10555522,0.24738845,0.20010537,0.29380319,0.11028142,0.14133178,0.07980130,0.12818702,0.14000338,0.11658765,12.07332325,14.59562874,11.88833618,12.42216396,9.26965904,13.03709221,12.32119179,7.90802956,9.06180191,7.05518484,9.09769726,6.50420237,7.70749187,8.62246990,-0.18391320,-0.28238776,0.98163533,0.53986353,2.30058289,0.60120505,0.66857857,1.73852146,1.17878926,14.59562874,11.88833618,12.42216396,13.03709221,12.32119179,9.06180191,7.05518484,9.09769726,6.50420237,7.70749187,8.62246990
