,x
299,22.55499649
300,21.29011154
301,23.59441566
302,23.30019569
303,22.7282238
304,22.47489548
305,22.4488163
306,22.95105171
307,21.62893295
308,23.06158447
309,23.34858131
310,21.93934059
311,23.02736473
312,23.28805923
313,24.51720047
314,23.70252991
315,23.64024925
316,23.66964149
317,24.9306736
318,23.22390747
319,24.16458893
320,23.81345558
321,23.69449234
322,24.27330017
323,24.40216827
324,26.40879822
325,23.53783607
326,25.37809563
327,23.59862709
328,25.22555161
329,24.2668972
330,25.39807129
331,22.68683815
332,24.50145721
333,23.98789024
334,24.16136742
335,24.02645111
336,24.87088776
337,25.15070724
338,25.63496971
339,25.76634598
340,24.2298584
341,25.0928936
342,25.58609962
343,25.17387581
344,24.68856621
345,25.0771122
346,25.2094326
347,25.36014748
348,26.05644417
349,25.23126793
350,26.49404526
351,25.27446747
352,26.12720299
353,25.58241653
354,25.05674362
355,25.51142311
356,25.76676178
357,25.58633614
358,25.14571953
359,25.1998539
360,24.33005333
361,26.12354851
362,25.62242126
363,27.21421432
364,26.5932579
365,26.35142326
366,26.21050072
367,25.56914902
368,25.30709839
369,27.27845383
370,25.66316605
371,26.69099426
372,25.03128624
373,26.81465912
374,27.73956108
375,24.94378281
376,26.93827438
377,26.66142845
378,25.94582367
379,26.93468094
380,25.78503036
381,27.48947525
382,26.25261688
383,25.82226372
384,27.27929306
385,25.15017509
386,27.28459549
387,26.74136543
388,25.86165047
389,26.49751663
390,26.51982117
391,25.36699867
392,26.98485947
393,26.3131237
394,25.8470211
395,27.40307617
396,26.72202492
397,28.12949753
398,26.2608757
399,27.85526466
400,26.62500763
401,27.03398514
402,26.49530602
403,27.34313965
404,27.44530678
405,27.7319622
406,26.16667175
407,27.3622303
408,27.47574997
409,27.90260642
410,28.64437103
411,27.98059273
412,28.71877098
413,28.00829124
414,28.2449646
415,26.42544174
416,27.06703568
417,29.15618515
418,27.17550087
419,27.61398697
420,28.46845627
421,30.916008
422,27.55650711
423,28.33099174
424,29.36969566
425,28.03971481
426,28.3652935
427,27.02641869
428,27.25411797
429,29.30470848
430,28.23413658
431,29.80181313
432,29.16866875
433,29.31033134
434,28.66487694
435,29.71467781
436,30.75823212
437,29.41561127
438,28.16794777
439,29.14472771
440,29.3217411
441,29.49024391
442,27.42033577
443,30.14122772
444,29.89949036
445,29.6640625
446,29.66108704
447,30.25702286
448,30.51782417
449,30.41699409
450,29.80503654
451,27.64092636
452,31.5404911
453,30.47063828
454,30.14439774
455,30.88812637
456,31.4362545
