,x
1,6.355726719
2,6.358710766
3,6.401616096
4,6.387222767
5,6.409367085
6,6.723165512
7,6.485686302
8,6.659061432
9,6.718907356
10,7.004283428
11,6.758421898
12,6.741240978
13,6.813756466
14,6.910253048
15,7.086301804
16,6.921704292
17,6.960707664
18,7.203044891
19,7.257352829
20,7.398844242
21,7.439186573
22,7.269547462
23,7.403655052
24,7.630063057
25,7.573688984
26,7.514812946
27,7.779959202
28,7.560702801
29,7.561957836
30,7.847712517
31,7.968850613
32,8.036698341
33,7.847925186
34,8.182301521
35,8.0206213
36,8.232258797
37,7.861292362
38,8.263598442
39,8.226599693
40,8.115288734
41,8.230200768
42,8.358530045
43,8.363707542
44,8.683092117
45,8.455755234
46,8.441748619
47,8.542926788
48,8.422025681
49,8.470744133
50,8.650893211
51,8.576779366
52,8.579546928
53,8.699825287
54,8.863345146
55,8.748497963
56,9.227993965
57,8.671338081
58,8.982368469
59,8.850793839
60,9.123523712
61,8.677221298
62,9.047221184
63,9.251970291
64,9.136036873
65,9.152614594
66,9.586133957
67,9.295189857
68,9.394270897
69,9.427563667
70,9.548737526
71,9.425269127
72,9.531684875
73,9.335519791
74,9.349409103
75,9.675432205
76,9.689915657
77,10.02814198
78,10.03845501
79,9.687855721
80,9.98543644
81,10.03852654
82,10.01563549
83,9.763922691
84,9.700844765
85,10.04227829
86,9.78858757
87,9.813398361
88,9.828863144
89,10.11289215
90,10.05476093
91,10.27822685
92,10.18814182
93,10.39024162
94,10.31229877
95,10.07969284
96,10.37436867
97,10.1453104
98,10.41135025
99,10.40041256
100,10.23749638
101,10.86011696
102,10.9451313
103,10.89398193
104,10.71560287
105,11.01460552
106,10.77231407
107,10.6526804
108,10.66785431
109,10.77894497
110,10.95604038
111,11.12037849
112,10.74551487
113,11.13344193
114,11.4492321
115,11.52647209
116,11.19655514
117,11.74970627
118,11.09697247
119,11.26611614
120,11.36236286
121,11.85638428
122,11.73057747
123,11.88833618
124,11.66551876
125,11.88710785
126,12.34162521
127,12.52337742
128,12.26872158
129,12.76626587
130,12.25031662
131,12.38249207
132,12.11999416
133,12.42555428
134,12.89312935
135,12.85616398
136,12.28720856
137,12.44964314
138,13.18061352
139,12.94269085
140,12.94772911
141,12.90073776
142,13.03630829
143,12.9216671
144,12.82416916
145,13.12031174
146,13.02425671
147,12.91516399
148,13.2083559
149,13.0902195
150,13.43304157
151,13.49294472
152,13.58160114
153,13.44124794
154,13.41158104
155,13.3006773
156,13.30015469
157,13.9788065
158,13.17725563
159,13.51559353
160,13.21331501
161,13.54413605
162,13.56894207
163,13.50108528
164,14.00335217
165,14.16032791
166,13.85780811
167,13.74627495
168,13.27933884
169,13.91109848
170,14.12520599
171,13.65617085
172,13.87022209
173,14.10311031
174,13.97784996
175,13.89060497
176,14.52696133
177,14.04282284
178,14.15475655
179,13.93663502
180,13.7602663
181,14.6220026
182,14.5072031
183,14.21359539
184,14.60398388
185,14.80695724
186,15.07890987
187,15.10957527
188,15.15304661
189,15.01352215
190,14.59508896
191,14.60069466
192,14.98212337
193,14.72036648
194,15.06500053
195,14.58199596
196,14.76418495
197,15.38188744
198,15.75744534
199,15.23735714
200,15.26678944
201,15.12580013
202,14.68072987
203,14.38765049
204,14.83902073
205,14.93848896
206,15.16829586
207,14.54351234
208,15.05014896
209,14.92619228
210,15.77622509
211,15.31265068
212,15.62804317
213,15.68355274
214,15.58173943
215,15.48309135
216,15.13476563
217,15.29785919
218,15.73223877
219,15.05752182
220,15.16888142
221,15.84542465
222,16.08149338
223,15.83134842
224,15.54463482
225,16.53487778
226,15.77753544
227,16.50502586
228,16.05713272
229,16.22135925
230,16.09463501
231,15.9298563
232,16.01495743
233,16.10410118
234,16.89136887
235,17.06647491
236,16.59098625
237,16.5530014
238,16.8888588
239,16.93940163
240,16.73714066
241,17.20673752
242,17.05892563
243,16.8419342
244,16.10612679
245,17.69960785
246,16.66004944
247,17.32513618
248,17.84570313
249,17.13520813
250,17.91295815
251,17.68985939
252,17.40834618
253,17.68280411
254,18.05985451
255,17.15617943
256,16.85915184
257,17.58298683
258,18.39449883
259,18.41441917
260,18.34861183
261,17.76474953
262,18.31324959
263,17.98397064
264,17.55514145
265,18.37037277
266,17.67657852
267,18.50293922
268,17.98146057
269,17.98806381
270,19.19758797
271,18.46382713
272,19.81146812
273,18.15605545
274,19.41541672
275,18.70251656
276,18.70343781
277,18.58116913
278,19.31988144
279,18.29780197
280,19.64446831
281,18.48843002
282,19.40246964
283,20.15327072
284,19.49541473
285,20.05223656
286,19.6635704
287,19.05187798
288,19.22893143
289,19.00310707
290,19.46880913
291,19.40429306
292,19.89356422
293,19.63646317
294,20.37797928
295,19.99333382
296,19.95471191
297,19.86761475
298,19.7001152
299,20.39699554
300,19.53843498
301,19.9142971
302,19.85473442
303,19.80965424
304,20.313694
305,20.25428963
306,20.55859375
307,21.85604668
308,20.64686775
309,20.07141113
310,20.72641754
311,20.50355148
312,20.59246445
313,20.85565948
314,20.67795944
315,21.1126461
316,20.24006653
317,20.63539886
318,20.92085266
319,22.4649868
320,21.08030319
321,21.18654442
322,21.41855621
323,20.7608757
324,21.44854164
325,21.15741158
326,20.65469742
327,21.19038773
328,20.7572155
329,21.41170692
330,22.90318108
331,22.16282082
332,21.84048653
333,21.36049271
334,21.95692253
335,21.662714
336,21.33867073
337,21.54862404
338,21.9647274
339,22.05544472
340,21.99763489
341,21.96624947
342,22.68128586
343,22.47960281
344,23.29333496
345,21.89111137
346,22.62636948
347,22.54561043
348,22.39815919
349,22.9205246
350,22.474617
351,23.00721741
352,22.57692909
353,22.86065483
354,23.09993935
355,24.63887978
356,23.57466316
357,23.22839355
358,23.91100693
359,22.42316818
360,23.12923241
361,23.22089577
362,23.25746918
363,22.4408226
364,22.76292419
365,22.46712685
366,23.81494522
367,23.52872086
368,23.33763695
369,23.67043686
370,23.34726524
371,23.23420715
372,23.2454071
373,24.49250603
374,22.76458549
375,23.24992371
376,23.42355156
377,22.98762894
378,24.02245331
379,24.35721779
380,24.29877281
381,24.34745979
382,23.97430038
383,23.73364639
384,23.83189583
385,24.00820541
386,23.14619255
387,23.76466751
388,23.19358253
389,24.02814102
390,24.40326309
391,24.84916496
392,24.99251366
393,24.5082283
394,24.78233147
395,23.83636665
396,24.58956909
397,24.0929985
398,23.74793816
399,23.76104164
400,23.49850082
401,25.02709389
402,24.95623589
403,24.66269302
404,25.08543205
405,24.8893795
406,24.38740349
407,23.6154747
408,24.99131393
409,24.57524872
410,25.6906929
411,24.75340271
412,24.53399277
413,24.68536186
414,25.05986023
415,25.08268738
416,25.26653671
417,24.9586544
418,24.85676765
419,25.04329109
420,25.56611252
421,25.02409363
422,24.63669586
423,25.07214165
424,24.26580048
425,25.13194466
426,25.44277
427,24.90113068
428,24.92871284
429,25.52378273
430,25.04782486
431,24.80173492
432,25.64890862
433,24.76016808
434,25.13181305
435,24.86113358
436,25.10877037
437,25.30844688
438,25.81476593
439,25.58512306
440,25.25996017
441,26.00517464
442,25.43665886
443,25.97635269
444,25.61313248
445,25.33789253
446,25.30522537
447,25.67930984
448,25.29297256
449,25.40254784
450,26.25387383
451,26.78092384
452,26.15606308
453,26.83739853
454,26.71366119
455,26.74201012
456,26.02999496
