,x
139,9.586821556
140,9.263318062
141,9.113215446
142,9.372904778
143,9.636769295
144,9.922408104
145,9.967575073
146,9.777336121
147,10.20192909
148,10.28381729
149,9.941738129
150,9.587221146
151,9.882702827
152,9.944351196
153,9.80634594
154,9.820930481
155,10.20283794
156,10.01346779
157,10.33157635
158,10.18144989
159,10.1605444
160,10.28130436
161,10.16913509
162,10.00929642
163,10.393857
164,10.11999607
165,9.81046772
166,9.99973011
167,9.93639183
168,9.816550255
169,10.2491312
170,10.47970486
171,10.11352921
172,10.60604382
173,10.48896408
174,10.26448345
175,10.76594925
176,10.65778732
177,10.2339983
178,10.47541714
179,10.76110649
180,10.56322861
181,11.42028618
182,10.31778336
183,10.8075943
184,10.3584156
185,10.20064068
186,10.1830492
187,11.12989998
188,12.07214165
189,11.2859087
190,11.02059841
191,10.93983936
192,10.86479473
193,11.37550926
194,10.49400711
195,10.80030823
196,10.5547657
197,10.62246037
198,10.38936996
199,10.78622246
200,10.00414085
201,10.69740295
202,10.51861095
203,11.32128811
204,11.31705284
205,11.43055058
206,11.27682972
207,11.23518562
208,10.72371387
209,10.59579563
210,10.47658157
211,10.95841408
212,11.36453915
213,10.71038818
214,11.1031847
215,11.25926971
216,11.44233513
217,12.44122124
218,11.58233929
219,10.78962231
220,11.29817486
221,11.03146553
222,11.4257822
223,11.83795643
224,11.61087704
225,11.18511105
226,11.44549274
227,11.64583778
228,11.74868298
229,11.3251791
230,11.73975563
231,11.75970745
232,11.50067616
233,11.62222385
234,11.19371986
235,11.48551846
236,12.29054642
237,12.463027
238,10.88942623
239,12.69277954
240,12.82012749
241,11.76864243
242,12.29559708
243,11.88363743
244,12.18557549
245,12.97511959
246,12.34412098
247,12.18417263
248,11.96879005
249,12.20745277
250,11.80625153
251,11.88782024
252,12.702878
253,13.12493229
254,12.90523243
255,13.06652927
256,13.20091057
257,12.92512131
258,12.30784321
259,12.52641392
260,12.5023489
261,12.48145485
262,12.48261738
263,12.43754959
264,13.15165043
265,13.11725807
266,15.0283699
267,13.7598629
268,13.60195065
269,14.15485382
270,13.28269196
271,15.34840775
272,13.58647537
273,13.80802345
274,13.46792889
275,13.43602085
276,13.98108387
277,13.89550686
278,14.50117397
279,13.14145947
280,13.8762722
281,14.31322098
282,13.30409241
283,13.88230038
284,14.06683636
285,13.38297939
286,13.55779362
287,15.88704777
288,13.57428741
289,14.30269718
290,14.21140289
291,13.69651699
292,14.92636013
293,14.11381817
294,13.59866333
295,14.35476303
296,14.2658968
297,13.86900139
298,14.7283392
299,14.45293045
300,14.42104721
301,14.23478603
302,14.12229061
303,14.52242661
304,14.5428915
305,14.28288841
306,14.86853695
307,14.3387804
308,14.9380331
309,13.45585155
310,14.84293842
311,13.70678806
312,14.42273426
313,15.09653854
314,14.68504429
315,14.41127014
316,14.09228992
317,15.89903545
318,14.50595093
319,14.37718105
320,14.18928623
321,15.41457176
322,15.39153957
323,15.83785534
324,15.21691513
325,14.72026348
326,15.5894556
327,16.21090508
328,15.19469643
329,14.63873672
330,15.56959534
331,14.20675278
332,14.5218811
333,15.35186386
334,15.20837975
335,15.8618803
336,15.18072224
337,15.16896629
338,15.74320221
339,15.4689188
340,15.53892517
341,14.75314236
342,14.82998085
343,14.91657925
344,15.824193
345,15.48795033
346,15.23375797
347,15.6198225
348,15.66385555
349,15.97210121
350,16.56406975
351,15.95878696
352,16.53647804
353,15.88502789
354,16.68378639
355,15.757411
356,16.59448624
357,17.00369263
358,16.79870224
359,16.04890251
360,16.02774811
361,16.5026741
362,17.31744194
363,17.43879128
364,16.12254143
365,15.60510731
366,17.49739075
367,17.65227127
368,16.59732246
369,17.00987244
370,15.83530521
371,16.55295563
372,15.62721634
373,16.25898552
374,16.52680588
375,17.24130821
376,17.24858665
377,15.77805328
378,16.8588829
379,16.95326427
380,17.39287567
381,17.06409454
382,16.91926003
383,16.56144905
384,16.94076157
385,17.68459129
386,16.75790215
387,15.71107483
388,16.8327198
389,15.91182613
390,17.32317162
391,16.99741364
392,17.33071709
393,17.62601662
394,16.63434792
395,17.32119942
396,17.14021981
397,17.36094475
398,16.3999176
399,16.61484146
400,17.74863434
401,16.69926834
402,18.00270653
403,17.210783
404,16.48698807
405,16.97049141
406,17.09386025
407,18.11323929
408,17.70578003
409,17.99167252
410,16.91995811
411,17.96839905
412,16.50213814
413,16.6126194
414,17.56366158
415,17.49842453
416,17.68037796
417,17.4244976
418,16.75105095
419,16.58842087
420,18.34864998
421,17.1137104
422,16.84986687
423,18.15074539
424,17.1988678
425,17.19835091
426,17.33026695
427,17.40692329
428,17.87533379
429,16.92596054
430,17.60701561
431,16.97329903
432,17.81653976
433,18.09508324
434,18.87550163
435,16.82573891
436,18.26163864
437,18.23068428
438,18.27043343
439,18.59436035
440,17.87253571
441,18.88335228
442,17.12888336
443,18.59202194
444,16.45138931
445,19.02964592
446,18.17673492
447,17.80983162
448,17.15796661
449,18.04472601
450,19.23394203
451,17.48655891
452,17.76723862
453,18.53313065
454,18.40183258
455,17.9296627
456,17.61119652
